Temperature,Humidity,WindSpeed,Pressure,Rainfall
35.7,66.5,23.7,1007.8,105.2
28.1,47.0,12.0,1019.6,63.1
39.4,93.8,27.7,988.6,166.7
37.1,82.3,8.3,997.3,98.8
33.8,97.8,13.4,1008.0,127.7
18.9,73.5,13.5,1000.7,140.8
23.9,76.9,20.3,995.8,153.6
30.9,70.7,23.9,980.2,134.7
28.5,86.2,17.0,1010.5,153.3
30.6,75.3,10.1,1022.1,124.2
29.0,52.2,21.8,1000.5,110.4
19.1,59.0,26.7,1012.6,131.6
32.4,75.4,13.7,1018.5,127.4
23.0,58.5,5.4,1021.5,89.3
36.8,86.8,19.9,995.3,147.8
24.3,47.1,5.8,1006.1,78.8
26.7,66.1,5.6,987.0,96.7
25.3,63.4,9.9,991.9,94.1
28.1,83.8,16.3,1009.4,117.1
38.5,67.4,24.6,1002.5,123.5
20.0,88.2,27.6,1006.7,154.5
22.1,46.1,22.9,998.2,115.7
25.6,88.1,29.9,988.9,157.3
29.6,92.0,14.7,992.0,160.6
31.0,42.5,12.4,988.8,79.7
16.2,69.1,13.2,1005.0,130.2
17.8,93.7,17.0,1021.8,172.8
35.8,91.4,21.7,1017.2,164.1
26.9,48.9,2.5,990.4,56.2
15.3,80.4,27.2,994.5,152.5
34.3,53.2,6.3,1021.4,46.7
38.4,73.0,11.8,997.5,118.6
23.0,67.0,26.1,1018.9,152.6
17.9,91.6,27.8,1013.9,181.3
38.4,42.4,23.7,989.0,86.9
39.0,66.0,26.9,1018.5,126.4
17.1,67.3,20.1,993.4,125.7
27.8,62.8,26.5,1019.6,127.9
17.1,41.1,14.9,1020.2,65.3
28.8,68.2,3.4,1020.4,105.9
31.7,87.5,17.5,980.6,131.9
39.5,90.0,16.8,1016.0,124.0
27.7,44.0,18.7,1023.8,62.4
16.2,94.5,17.6,1013.1,160.3
31.3,44.4,22.5,1002.3,106.0
38.9,40.6,27.0,1023.7,89.0
18.3,96.9,22.6,1011.0,174.3
31.8,86.8,21.6,1007.5,136.0
25.2,87.7,15.4,1001.0,130.2
36.4,57.3,14.2,1000.5,66.5
35.4,89.4,5.5,984.3,124.1
24.0,76.3,27.0,1015.4,151.0
36.3,97.9,27.4,998.7,184.5
18.5,97.8,18.8,999.7,153.2
28.0,80.1,3.6,1008.1,119.9
33.4,94.6,20.8,1021.6,147.5
32.0,85.9,29.2,1005.0,143.8
15.6,52.6,8.1,1012.2,79.5
18.4,75.1,15.5,986.9,111.2
16.7,57.0,28.8,994.4,114.3
21.4,62.5,21.8,1023.4,139.6
37.8,43.7,13.2,991.0,73.0
23.8,53.2,13.4,1011.5,103.7
17.7,89.1,28.7,987.4,167.2
16.5,65.9,29.4,1019.9,132.4
28.1,53.9,29.3,990.0,119.8
23.0,91.1,14.0,1003.1,156.4
35.0,66.4,14.6,1012.7,92.2
29.2,79.6,3.0,1000.4,115.5
33.7,57.5,5.8,998.0,80.9
24.9,40.1,27.4,984.2,92.9
17.4,41.3,6.8,985.9,49.7
26.9,81.4,5.6,1005.3,112.9
20.1,85.0,26.4,1000.3,158.7
21.8,63.0,19.2,996.9,116.0
18.4,85.5,4.2,1022.2,130.6
38.2,53.8,16.4,998.9,63.2
35.9,51.8,26.0,1020.0,108.0
27.1,46.4,11.8,993.5,62.8
21.6,75.7,15.8,1016.8,114.3
29.5,58.4,20.1,1017.7,87.9
18.7,42.9,23.5,998.6,106.8
18.5,41.3,5.7,983.2,46.7
34.2,87.4,10.3,1014.8,114.5
33.2,72.7,14.7,983.4,123.8
25.4,76.2,25.1,987.2,156.4
19.8,93.0,3.5,987.8,114.6
38.4,67.6,8.0,1016.1,103.7
20.4,85.5,9.6,989.6,117.1
21.2,97.0,17.3,1014.1,146.9
29.2,88.9,29.7,1003.8,169.8
22.2,64.9,18.3,989.3,123.8
33.6,63.4,4.2,981.8,58.6
32.7,49.3,8.2,987.3,46.6
39.0,61.2,13.1,994.6,70.2
35.3,43.1,25.8,1000.4,96.8
23.1,41.8,23.4,1009.1,97.0
22.8,53.8,19.4,981.7,95.3
24.0,45.4,6.6,998.1,49.6
33.0,52.8,10.7,985.2,76.8
20.2,99.8,8.2,1005.9,158.0
36.7,92.0,26.7,1002.9,163.7
25.4,81.8,23.1,1012.6,158.3
21.8,52.8,19.5,993.2,87.6
32.9,94.0,15.3,985.2,157.6
29.9,94.0,19.9,997.4,176.4
26.8,70.5,24.7,988.9,134.2
29.3,82.5,17.4,1019.7,132.9
32.9,81.6,25.7,1009.9,149.0
34.1,61.0,22.7,1019.6,127.9
37.7,78.2,28.5,985.5,127.2
22.0,85.3,13.2,989.9,121.5
36.0,70.6,11.2,1001.6,107.3
35.7,93.4,10.3,1008.3,118.3
17.1,85.4,9.9,1009.9,119.9
23.3,89.6,8.9,992.1,124.9
36.1,94.9,4.8,989.2,124.0
37.4,84.2,6.2,994.1,92.4
37.6,68.7,24.3,1018.8,120.0
37.0,61.7,25.3,1015.7,119.1
34.3,48.7,20.8,1017.0,79.2
31.8,96.8,18.4,996.1,140.5
19.1,83.3,24.4,980.2,145.3
38.1,69.8,20.0,1023.3,98.1
15.7,91.2,19.8,1014.7,181.9
28.4,56.0,19.8,1012.5,87.1
38.1,64.2,14.7,1018.8,90.6
19.2,63.6,24.5,1003.9,130.6
38.9,81.6,5.8,986.6,117.1
15.3,56.3,11.5,1016.5,109.1
37.7,75.0,9.0,985.3,103.1
39.5,55.0,11.6,1022.8,56.4
20.7,67.8,23.9,1007.6,135.1
20.9,93.7,24.9,997.5,190.8
29.8,92.4,26.1,1021.5,156.0
21.2,45.2,4.3,1006.9,64.3
15.5,71.8,25.9,988.9,156.3
38.4,41.9,7.5,998.3,33.4
32.3,52.1,11.1,1007.5,81.0
16.8,44.2,10.2,981.9,82.0
18.4,87.3,2.0,996.2,115.0
24.2,55.6,12.6,1002.9,71.9
37.1,88.8,8.2,1009.3,126.9
18.9,92.3,4.7,1003.9,141.3
39.7,93.8,9.6,1000.9,125.5
30.1,55.4,2.7,1024.7,50.8
31.0,48.1,27.5,993.9,113.1
17.4,48.6,22.5,1004.3,85.1
21.9,88.9,17.9,1007.7,138.2
26.1,84.0,24.2,1021.0,147.6
16.7,79.2,16.2,989.6,128.9
38.3,72.2,6.7,986.4,79.5
17.4,66.1,10.4,1020.3,108.0
21.2,86.4,12.1,1000.2,149.5
34.9,81.3,15.4,1006.5,133.8
23.1,89.7,24.6,992.6,178.3
36.5,79.3,10.6,986.1,118.1
36.1,44.3,22.6,1009.2,79.9
16.1,67.9,4.3,998.1,93.7
29.0,73.8,22.4,987.8,143.6
31.5,53.6,23.6,993.7,115.3
30.2,79.9,10.0,1014.0,131.9
32.6,48.8,10.8,999.8,77.3
24.3,51.8,27.3,998.0,129.5
36.6,69.9,7.2,1007.1,96.4
34.8,48.3,25.6,984.5,86.6
36.8,58.5,20.9,1008.5,90.3
21.7,68.2,23.4,1020.9,129.7
38.0,82.2,29.9,998.9,155.1
20.6,93.1,18.4,1012.3,167.1
38.0,46.1,27.3,1016.2,98.2
27.1,76.3,9.8,999.2,116.5
31.8,51.9,16.1,994.1,87.2
32.3,90.9,5.5,1003.2,133.6
36.6,68.7,13.0,1006.2,100.8
32.5,65.8,29.0,984.0,115.1
35.9,49.8,28.5,1001.7,87.8
35.2,52.1,25.1,991.3,93.3
29.8,69.6,26.9,986.8,152.6
36.3,61.3,13.7,991.5,107.6
33.9,45.6,17.3,1019.4,57.7
28.9,59.1,14.3,998.0,102.6
17.8,93.7,28.2,1004.8,184.6
35.2,90.1,11.6,989.2,113.9
22.7,50.5,18.9,1024.4,84.5
23.8,49.5,27.1,980.2,117.1
21.8,68.8,8.0,985.3,85.4
30.2,51.9,10.5,1001.4,76.7
35.5,91.4,20.6,1018.0,165.5
25.0,48.5,11.9,1010.6,95.6
19.0,88.5,20.2,983.0,162.8
33.0,72.6,7.0,981.8,103.0
32.1,49.1,22.9,1016.9,78.3
31.2,48.5,13.6,1010.8,66.5
20.1,81.7,28.9,985.4,169.7
31.9,46.4,25.8,991.7,83.8
31.1,93.4,24.9,1002.7,174.7
27.9,90.9,20.2,990.7,150.2
27.9,41.8,3.2,1020.7,59.1
15.5,41.0,4.9,1021.1,45.8
21.0,70.1,29.5,994.0,159.6
15.4,59.4,19.0,1014.7,95.2
19.7,65.9,22.7,988.7,118.2
25.9,56.7,11.4,1019.0,90.2
17.4,57.8,12.5,997.4,97.9
15.1,63.8,13.4,997.0,121.7
19.2,92.9,19.5,1020.7,162.7
35.2,52.1,5.1,1021.1,42.4
36.1,67.4,13.2,1016.2,87.5
16.8,84.0,9.3,1023.2,118.6
17.9,98.5,18.9,1011.5,184.3
20.6,65.0,6.5,997.3,109.1
19.2,68.5,3.8,981.7,81.8
22.2,77.3,22.1,1018.5,126.1
18.2,69.2,22.5,1002.3,149.7
36.2,86.2,3.8,1011.6,113.8
26.3,72.3,19.9,986.8,143.0
37.7,56.2,29.4,995.7,109.4
34.6,86.9,17.9,1008.5,133.0
30.3,76.0,4.0,1015.4,116.1
36.5,73.6,5.4,1010.4,95.1
34.8,48.2,19.3,1002.1,87.7
25.1,40.7,23.5,1005.9,103.3
34.6,44.7,17.2,1006.7,90.2
22.5,41.6,17.6,1018.7,78.3
27.0,60.6,8.2,1010.0,71.9
35.5,98.2,13.5,986.7,163.8
22.9,51.6,28.3,997.1,97.0
39.8,76.3,8.4,1007.1,95.3
23.7,50.7,28.7,990.0,111.5
36.1,56.1,20.0,1005.7,108.2
26.5,99.9,3.9,1004.9,125.5
28.9,61.2,18.6,1010.9,87.2
27.9,93.6,6.1,995.8,133.5
18.0,85.1,14.7,1008.5,158.4
25.8,94.1,15.8,998.4,160.1
30.7,75.7,23.2,1011.8,139.8
33.4,75.5,17.2,989.3,138.7
20.2,58.0,16.7,980.8,108.3
31.0,98.4,16.0,1014.6,159.4
24.3,81.5,23.2,985.3,150.2
18.7,58.9,6.4,983.9,74.2
15.4,60.5,26.6,1010.7,150.8
35.3,98.6,22.7,1015.0,161.2
26.0,93.8,14.2,1013.8,134.2
18.7,99.9,8.9,1022.4,162.8
30.9,50.2,3.3,990.4,74.6
25.3,56.4,24.2,1023.2,129.2
31.4,86.0,23.5,994.4,153.1
23.9,84.0,14.5,1006.8,138.9
26.5,75.5,15.5,997.3,119.5
24.3,91.9,19.2,992.9,154.4
34.1,85.9,26.9,1019.6,154.9
31.6,52.4,23.8,1022.5,90.8
32.8,57.8,20.4,987.5,93.5
28.7,96.1,8.1,1000.1,122.2
19.8,76.6,14.9,986.4,109.9
28.7,62.7,22.9,980.5,104.9
31.9,67.5,23.9,987.6,112.6
33.2,62.6,21.2,1000.5,90.7
38.7,73.6,25.4,1019.1,134.7
38.3,53.2,4.5,980.9,68.5
21.6,72.8,17.6,1020.1,131.8
33.8,40.1,8.8,1011.7,44.1
25.7,46.3,3.7,1021.2,69.1
25.6,74.2,2.3,996.9,101.0
38.9,58.0,2.4,1019.8,53.2
23.6,87.4,7.4,1013.5,120.2
29.9,97.4,24.7,1003.7,187.0
23.4,98.6,8.9,983.7,152.1
18.6,83.0,19.9,992.9,149.5
31.4,77.0,3.0,1018.0,106.5
22.4,50.6,2.0,982.8,76.3
30.6,75.8,10.3,1023.2,116.2
36.7,77.4,15.5,1019.4,104.0
22.8,40.6,20.6,981.0,95.1
31.0,83.4,11.8,1012.5,118.4
23.5,50.5,27.2,1016.5,101.9
19.6,92.3,7.8,1013.8,148.6
19.8,48.5,11.3,989.4,70.9
22.0,69.9,10.7,1017.0,98.9
19.4,79.4,17.8,1008.9,145.0
27.4,42.6,4.5,991.3,51.8
31.7,54.9,24.6,1023.5,122.1
22.4,98.0,3.9,983.8,123.3
30.3,97.5,14.9,1021.3,149.6
24.0,75.4,18.9,1004.7,142.7
29.2,55.5,14.6,982.4,88.5
34.6,84.6,4.8,1007.3,127.4
36.6,97.2,2.2,1019.5,130.2
36.2,99.8,17.7,986.4,165.9
39.9,58.0,29.5,1012.0,113.8
15.5,79.0,20.6,980.3,140.9
20.0,55.3,6.7,1012.0,78.1
39.2,87.8,7.9,991.3,117.8
22.9,50.4,26.5,987.6,127.9
23.8,46.7,20.7,1006.5,84.9
38.5,70.5,19.4,990.8,116.7
35.0,87.0,25.9,1005.1,150.5
35.8,90.5,4.0,1018.4,133.2
27.2,71.0,15.1,999.5,99.1
19.1,46.6,27.7,1008.2,101.1
22.6,44.8,10.4,995.7,71.6
36.1,47.8,13.5,1008.3,78.8
36.1,56.8,26.3,1008.3,94.3
37.0,90.4,18.4,1010.7,143.0
26.4,98.2,20.9,1005.9,152.0
24.0,72.4,19.3,1007.6,142.9
39.1,67.9,17.6,993.7,122.3
29.5,72.0,3.0,982.0,90.6
23.2,80.2,26.0,1013.1,141.1
26.7,94.5,17.1,1015.4,169.3
25.6,85.9,18.5,993.8,152.0
23.2,73.8,6.6,994.6,93.6
34.9,78.6,7.9,1024.2,115.2
24.1,96.1,25.5,995.8,159.1
16.4,44.7,8.4,996.6,79.7
33.4,74.4,23.5,1004.6,141.3
26.4,53.4,18.3,1012.4,110.8
34.4,82.9,13.6,995.1,134.7
28.4,70.2,15.9,1022.6,130.3
16.2,99.1,27.0,1021.8,176.3
23.7,84.9,13.6,985.3,149.7
37.9,79.2,7.1,994.9,96.9
32.2,88.1,5.5,1017.8,126.3
28.6,47.9,11.9,1022.3,52.8
27.0,73.6,16.6,1015.3,140.9
33.9,41.7,27.9,1022.6,106.1
39.6,76.9,2.8,999.5,80.3
19.4,57.8,27.3,1020.5,105.9
20.7,62.5,15.3,982.5,90.1
36.8,76.6,15.1,981.4,129.4
26.8,49.2,20.5,999.1,77.2
38.4,47.1,25.7,1009.0,73.3
27.9,49.8,25.3,1017.0,117.2
36.9,79.8,16.5,985.9,114.5
32.1,72.3,26.1,984.3,135.5
22.1,74.6,25.3,1017.8,150.7
20.6,87.4,25.8,1004.7,167.1
16.2,97.4,27.1,984.5,199.4
20.0,57.9,24.5,1023.7,122.9
35.3,92.8,8.0,982.6,146.5
37.3,63.5,8.5,990.7,91.5
15.9,79.6,23.1,980.0,134.4
22.1,54.6,14.9,1009.9,85.9
31.2,82.4,23.5,1003.9,144.2
19.5,92.8,5.2,1023.3,153.0
32.1,40.1,6.0,1002.0,61.5
19.5,61.3,18.2,1001.3,108.5
31.2,74.7,5.2,1019.1,109.0
27.8,77.5,19.4,984.6,147.0
15.4,77.7,21.4,1000.0,157.4
18.8,79.1,2.7,999.3,116.8
22.1,70.2,24.3,1016.7,126.0
31.4,87.2,16.3,1012.2,125.8
16.2,74.4,26.6,1019.9,152.5
33.4,65.0,4.8,1021.7,80.7
23.8,91.2,21.5,980.8,159.7
34.8,84.9,23.9,996.7,159.5
16.8,58.6,29.1,1000.8,138.7
31.2,96.6,8.0,1001.6,116.3
17.9,88.3,4.4,1016.3,123.1
36.2,94.1,17.7,1013.4,165.3
31.3,70.9,8.2,1017.0,104.5
16.6,91.3,29.1,1008.8,171.0
22.7,42.1,14.2,1019.4,90.3
29.9,71.5,8.6,994.9,106.0
36.4,95.4,26.5,989.2,169.5
22.7,56.3,29.9,982.2,119.6
35.9,53.1,13.4,1002.2,69.3
36.4,82.3,29.1,1002.8,162.2
30.5,72.6,27.6,994.1,151.0
34.0,97.0,22.7,1005.4,147.5
26.2,81.8,24.8,997.0,154.2
27.8,91.2,4.0,1012.6,103.9
15.8,42.8,24.0,987.1,109.3
38.3,52.0,4.0,984.5,36.1
39.6,65.0,8.7,1009.7,90.4
28.0,42.4,29.5,1019.9,107.8
36.3,87.7,15.0,998.3,131.5
27.1,95.9,8.6,998.8,130.7
29.1,93.8,16.3,995.2,164.4
28.1,96.6,26.9,980.5,174.6
32.5,76.2,23.3,997.7,133.7
30.2,63.4,7.6,1023.9,96.2
39.9,89.5,26.7,1022.7,137.7
29.9,56.3,21.8,981.0,86.7
32.7,65.5,21.1,1022.8,109.1
26.7,68.4,17.8,1002.6,114.7
35.9,97.6,4.6,1002.5,146.7
36.3,58.1,7.2,1010.5,85.2
36.7,74.7,24.1,995.0,118.8
24.1,78.6,6.7,1004.3,120.2
30.9,62.9,3.1,1024.7,70.1
32.5,40.1,8.2,1023.4,39.3
23.6,85.4,25.4,1002.4,171.5
17.7,98.4,21.1,999.2,183.2
36.8,69.7,12.4,1009.4,119.5
19.3,92.1,9.2,981.5,149.3
38.9,63.4,13.2,982.9,71.0
37.2,67.0,2.2,1022.7,87.9
39.4,92.6,9.0,984.3,143.2
22.6,51.9,15.0,1018.2,90.2
18.3,70.7,29.3,995.0,130.1
34.8,45.1,26.0,1016.4,81.8
36.7,74.6,4.6,1022.0,103.9
20.2,91.2,25.0,1020.5,167.7
27.4,95.3,16.2,1001.2,150.7
25.0,57.0,28.5,992.0,118.5
16.7,90.2,26.7,1012.8,156.8
22.0,88.4,29.6,1016.0,185.4
26.1,42.1,28.4,1023.4,107.1
30.8,75.4,19.6,1006.9,136.1
34.5,78.9,7.4,989.6,88.3
37.2,43.2,11.8,980.6,77.9
20.1,62.4,28.1,1003.1,133.9
24.8,70.8,21.8,1016.9,141.7
24.6,88.2,10.6,987.3,144.9
20.0,60.1,10.2,980.7,75.2
24.6,73.0,26.5,988.8,131.7
26.7,41.8,8.5,1008.5,70.9
31.9,68.9,29.3,1018.9,120.4
32.1,50.7,15.2,1014.8,87.3
16.2,86.5,5.5,1011.3,121.2
29.9,41.9,23.6,984.0,72.7
24.3,99.4,26.8,1015.7,181.0
38.1,59.4,19.1,1019.7,98.9
22.0,94.2,8.9,991.3,153.3
39.4,58.2,3.8,1001.3,72.7
23.1,62.4,20.3,1018.1,110.0
33.7,74.3,13.3,999.1,125.1
31.3,75.5,16.1,1011.5,110.6
21.4,89.0,28.0,1019.1,184.5
18.5,87.0,13.2,1003.6,129.1
35.1,82.3,4.8,993.1,94.0
39.5,78.1,23.9,988.2,120.2
30.0,95.2,22.0,1006.1,147.7
31.7,94.7,12.7,994.2,143.5
29.1,58.0,27.4,985.0,118.3
18.3,81.0,29.5,1012.8,155.5
39.9,42.6,20.6,1023.3,84.0
23.4,95.7,10.2,983.4,130.5
17.3,87.8,7.6,1018.6,141.2
17.4,53.3,8.8,981.5,72.3
31.7,57.8,5.3,1009.2,86.9
24.1,98.8,23.6,993.0,175.3
19.4,58.2,7.6,1025.0,99.8
24.5,63.9,7.6,1006.0,74.2
21.8,52.8,18.7,990.2,82.6
22.7,70.1,15.2,1019.2,101.0
21.8,93.8,24.3,980.4,152.4
15.6,78.2,26.3,993.7,170.3
33.5,50.8,27.1,987.1,99.1
31.1,48.9,5.7,996.5,69.0
32.8,83.8,27.4,1009.1,166.5
35.7,76.7,21.5,998.5,143.2
23.6,76.7,2.9,999.2,108.5
36.9,61.2,15.4,983.3,105.4
25.3,99.6,24.3,994.9,181.9
39.2,88.8,28.3,1001.1,139.3
28.5,53.1,26.1,1004.9,122.1
25.0,62.4,19.4,980.2,104.8
25.1,50.7,29.6,1010.4,110.0
19.7,55.2,16.4,986.8,105.5
31.8,53.9,7.6,1006.0,64.0
25.2,61.9,28.8,1013.1,113.3
29.1,75.2,8.0,1007.3,88.7
39.0,66.8,4.9,1005.2,84.5
25.3,90.3,24.7,988.2,163.7
34.5,96.7,21.3,1007.8,161.5
22.2,67.4,23.5,990.2,145.7
37.8,49.7,9.4,980.8,61.7
39.7,74.4,26.8,1005.4,145.1
34.4,42.2,16.7,1002.9,49.4
22.5,48.5,26.4,982.4,89.3
24.0,61.2,22.3,985.2,116.3
35.4,54.1,29.9,993.0,96.4
38.9,90.4,26.4,996.6,172.3
28.9,88.8,10.5,1016.0,126.0
20.1,99.8,16.4,988.4,185.2
27.2,88.9,27.0,988.9,179.3
34.8,42.3,28.2,992.3,73.6
21.2,49.6,12.3,998.1,64.4
39.9,74.2,29.2,995.9,151.9
39.7,71.8,10.8,1021.4,117.3
26.2,89.8,17.0,983.4,162.4
31.4,60.3,6.4,997.0,89.8
39.9,70.2,24.7,1011.9,118.6
33.7,98.0,19.6,997.8,156.2
18.2,62.7,3.5,983.5,80.2
38.0,45.5,2.3,987.9,27.8
17.6,49.6,17.7,1014.9,111.9
33.4,80.8,3.8,1013.5,112.6
32.9,86.6,26.7,999.3,174.9
33.1,90.5,6.3,984.9,120.6
24.5,88.0,29.9,1001.5,161.6
36.7,62.8,22.7,985.0,127.2
36.0,76.8,17.8,1010.0,139.0
15.5,61.8,26.2,993.7,143.6
37.7,69.9,13.4,1001.7,106.7
33.9,89.1,12.5,1000.8,121.9
30.7,96.5,22.1,1023.4,180.6
31.1,92.9,9.5,1004.0,114.1
32.2,43.7,7.4,981.6,49.2
34.7,79.8,10.3,984.0,101.4
39.7,92.1,7.0,988.7,121.7
36.8,83.8,20.8,1009.7,134.0
28.6,42.7,7.3,1001.2,54.8
23.5,68.4,20.5,988.6,116.1
29.9,50.4,2.2,1023.8,57.2
16.0,55.6,25.4,987.8,121.5
29.4,89.5,17.3,1015.4,132.3
33.8,41.5,10.3,1007.3,41.1
26.5,82.1,29.5,1023.6,169.8
26.5,47.3,10.1,1007.2,71.6
22.0,63.3,17.4,1014.5,122.6
25.2,76.9,17.6,1022.2,122.8
31.0,59.4,2.4,1022.7,62.5
30.2,49.5,7.6,1009.9,48.5
39.3,83.3,14.3,1015.4,123.1
26.3,50.4,29.8,1005.4,95.5
19.6,43.3,28.0,1009.4,118.3
15.1,83.4,3.8,1014.4,130.4
35.9,78.8,16.1,1002.6,119.7
21.2,73.9,5.8,1007.8,122.4
36.9,88.9,2.3,985.8,90.0
31.4,70.5,18.2,1004.5,117.4
38.9,97.2,20.6,993.4,136.8
28.1,40.8,11.2,1015.3,43.1
40.0,72.1,19.1,982.5,99.7
38.0,95.6,10.0,1020.1,139.9
37.3,59.8,13.9,1017.1,69.7
34.0,47.0,27.8,988.3,98.9
26.2,63.6,16.5,1004.3,107.5
35.3,92.1,9.2,1016.8,113.6
28.0,45.1,15.3,1001.6,86.2
21.4,47.2,2.1,986.5,44.4
29.0,85.6,2.1,987.0,105.9
30.5,62.9,26.2,1020.8,136.9
34.3,53.6,25.0,1011.5,103.8
38.8,93.9,2.2,1014.9,96.3
32.5,59.9,4.8,1023.3,72.4
17.5,46.4,19.0,1002.5,74.1
24.9,58.6,16.5,987.0,108.1
17.6,51.5,19.1,996.7,104.9
23.2,58.3,18.1,1019.6,123.2
36.1,48.3,10.7,1022.4,45.8
30.8,67.4,3.7,1017.6,75.0
35.1,49.9,29.8,980.2,104.4
37.1,68.1,9.7,986.7,74.3
30.2,91.7,2.0,997.3,105.8
23.8,55.2,14.1,991.8,102.1
23.8,59.5,4.8,1024.4,85.8
15.2,44.5,13.7,982.1,63.0
39.7,64.6,9.0,1004.7,90.1
39.6,91.6,27.4,981.5,165.2
15.7,91.6,11.6,988.1,151.2
28.5,67.6,28.2,1015.3,117.8
39.3,78.8,27.9,1008.5,124.3
21.8,81.9,14.9,1000.3,116.6
20.6,74.8,11.5,1013.3,106.3
16.3,71.1,7.4,1019.6,114.5
25.1,87.3,24.0,1020.8,165.2
24.9,44.1,7.0,1010.0,55.9
38.3,53.4,7.8,985.7,47.5
24.6,78.3,18.5,991.9,117.8
27.5,93.0,4.2,1022.2,118.9
23.5,62.0,23.5,1024.4,123.0
26.8,40.2,25.9,1016.3,100.3
35.4,84.5,17.8,1007.8,132.8
21.3,76.4,4.9,1017.9,106.2
16.7,86.0,20.0,1023.0,141.5
17.7,78.3,8.5,1018.5,109.4
19.1,73.6,15.0,1020.0,132.1
25.1,69.9,17.5,1011.8,125.3
35.1,46.6,27.8,991.2,97.1
38.0,78.1,19.6,993.4,137.8
37.4,53.9,22.8,1001.7,88.7
27.4,42.4,7.1,1005.7,73.0
30.9,72.5,23.3,1014.6,119.8
36.8,48.9,16.2,988.6,72.9
17.3,43.1,13.5,980.4,87.7
15.7,89.0,11.8,1015.9,152.9
29.0,57.3,5.6,1015.3,85.7
38.9,85.5,23.8,1003.6,143.7
33.3,79.0,26.5,998.3,127.0
24.3,41.9,9.1,1000.2,69.2
36.1,51.9,20.4,985.0,102.7
23.9,94.3,14.3,1018.2,149.7
33.9,99.7,28.4,1000.0,169.1
30.7,79.8,14.2,1022.0,130.0
28.1,52.5,11.8,1012.0,78.1
20.6,99.8,25.2,983.4,198.9
34.5,93.9,21.5,1016.4,159.1
15.4,79.2,7.1,982.7,103.7
28.9,52.3,14.7,1020.2,86.4
37.4,63.8,23.2,1014.1,93.5
31.2,71.4,26.4,996.0,123.0
33.7,58.8,10.5,985.9,101.9
36.8,45.2,12.7,1023.3,47.7
16.5,56.3,11.3,980.0,93.0
27.0,92.3,4.4,986.2,111.0
33.5,47.0,18.4,1019.8,98.9
23.3,77.8,19.8,1002.3,133.9
20.4,58.7,26.0,1006.1,135.7
22.9,45.2,8.2,995.4,84.4
25.5,97.6,5.9,980.0,147.6
16.3,77.9,12.2,984.5,119.9
29.3,94.4,26.0,1024.2,171.3
27.4,97.8,15.3,989.0,147.0
25.7,43.6,12.1,996.1,88.2
30.0,67.4,23.3,1018.8,123.5
24.4,78.3,3.2,1003.5,111.3
34.1,98.4,9.1,985.2,136.1
20.2,81.6,3.4,1022.3,96.3
34.7,72.8,27.9,1020.3,144.9
18.0,62.9,13.2,993.3,107.3
22.1,66.7,13.2,1001.9,103.3
16.7,63.6,23.1,992.3,134.9
23.3,95.7,4.4,1023.6,132.6
30.0,60.5,10.8,991.5,81.8
35.0,55.0,5.3,1011.3,66.4
22.2,48.8,25.4,1023.3,101.0
30.7,73.6,25.2,980.1,131.8
16.9,89.4,4.5,998.4,134.1
30.0,52.0,21.8,995.2,80.8
30.5,88.6,23.4,1019.3,145.7
38.2,49.4,10.1,1003.3,64.9
31.5,48.8,16.8,1022.5,71.9
28.2,53.8,17.2,1010.8,73.0
29.7,43.0,21.5,1019.7,82.3
20.2,84.7,19.6,1011.4,153.2
31.3,94.8,21.4,1018.6,161.0
25.0,87.1,21.7,1002.9,168.0
26.1,41.2,22.4,1004.5,87.2
34.6,67.4,25.2,985.8,123.3
27.7,92.1,8.1,997.2,148.3
34.5,50.8,18.0,1003.0,72.8
36.8,92.8,7.5,981.0,139.9
36.9,94.3,3.6,1013.8,132.1
22.2,76.0,7.5,1017.1,125.2
25.5,74.1,14.7,1016.1,125.3
32.7,97.5,13.7,1000.1,129.2
32.6,87.2,12.3,1024.5,119.3
23.6,86.2,2.0,1002.4,123.8
38.9,50.2,12.9,1001.0,80.6
23.1,88.9,9.3,982.4,117.9
39.7,51.4,8.8,1018.7,60.6
34.9,52.8,29.7,996.8,91.2
38.5,90.2,14.9,1018.0,140.1
22.0,90.5,5.6,995.8,124.2
36.7,99.2,4.2,986.5,132.4
16.3,49.7,16.8,1004.9,107.6
33.5,86.0,9.3,1010.5,134.3
30.5,57.4,4.7,1017.5,57.8
17.8,41.4,14.9,995.2,70.5
38.2,48.8,25.0,1013.8,100.2
21.7,77.6,17.0,1023.9,148.9
23.7,71.3,26.5,981.1,134.2
16.4,70.9,12.8,994.3,128.1
24.0,75.4,12.3,1010.9,134.3
34.1,70.4,22.6,991.9,136.3
23.9,81.3,7.3,1008.2,137.1
35.9,82.4,11.7,1010.2,128.7
39.9,61.4,21.6,1001.8,115.0
27.6,84.5,3.3,993.2,112.3
36.0,65.2,26.3,994.7,122.8
30.7,43.0,9.7,981.4,63.9
26.6,59.5,6.3,1023.4,93.9
33.8,52.0,24.8,1000.5,118.7
33.0,65.7,14.3,1016.0,84.8
34.9,53.2,8.8,997.0,54.2
24.4,99.6,26.9,1009.0,180.4
26.2,57.9,28.1,1010.7,127.3
31.7,85.1,27.9,998.7,177.0
18.0,71.6,7.7,1008.0,119.6
39.2,69.4,22.4,1019.4,137.2
30.7,41.6,19.1,982.5,85.3
